pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
8gv6	I	J	0	F | E | A	protein | protein | protein	NA | NA | NA	hemagglutinin h14-ha2 | hemagglutinin h14-ha1 | hemagglutinin h14-ha1	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	Crystal structure of PN-SIA28 in complex with influenza hemagglutinin H14 (A/long-tailed duck/Wisconsin/10OS3912/2010)	Homo sapiens; Influenza A virus (A/long-tailed duck/Wisconsin/10OS3912/2010(H14N6))	homo sapiens	homo sapiens	influenza a virus (a/long-tailedduck/wisconsin/10os3912/2010(h14n6))  | influenza a virus (a/long-tailedduck/wisconsin/10os3912/2010(h14n6))  | influenza a virus (a/long-tailedduck/wisconsin/10os3912/2010(h14n6)) 	Chen, Y., Song, H., Qi, J., Gao, G.F.	3.4	X-RAY DIFFRACTION	0.261	0.221	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7t72	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	12/21/22	Epitope-based selection of SARS-CoV-2 neutralizing antibodies from convalescent patients	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Langley, D.B., Christ, D., Rouet, R.	3.177	X-RAY DIFFRACTION	0.308	0.237	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7wti	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv264	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7wti	I	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv264	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7wti	G	J	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv264	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7wur	E	F	0	A	protein	NA	core protein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	CryoEM structure of sNS1 complexed with Fab5E3	Dengue virus 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus 2	Shu, B., Lok, S.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7wur	G	H	0	B	protein	NA	core protein	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	CryoEM structure of sNS1 complexed with Fab5E3	Dengue virus 2; Homo sapiens	homo sapiens	homo sapiens	dengue virus 2	Shu, B., Lok, S.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
8gv5	C	D	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	Crystal structure of PN-SIA28 in complex with influenza hemagglutinin A/swine/Guangdong/104/2013 (H1N1)	Homo sapiens; Influenza A virus (A/swine/Guangdong/104/2013(H1N1))	homo sapiens	homo sapiens	influenza a virus(a/swine/guangdong/104/2013(h1n1))  | influenza a virus(a/swine/guangdong/104/2013(h1n1)) 	Chen, Y., Song, H., Qi, J., Gao, G.F.	3.2	X-RAY DIFFRACTION	0.308	0.267	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8gv7	C	D	0	B | A	protein | protein	NA | NA	hemagglutinin h18-ha2 | hemagglutinin h18-ha1	VIRAL PROTEIN/IMMUNE SYSTEM	12/21/22	Crystal structure of PN-SIA28 in complex with influenza hemagglutinin H18 A/flat-faced bat/Peru/033/2010	Homo sapiens; Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11))	homo sapiens	homo sapiens	influenza a virus (a/flat-facedbat/peru/033/2010(h18n11))  | influenza a virus (a/flat-facedbat/peru/033/2010(h18n11)) 	Chen, Y., Song, H., Qi, J., Gao, G.F.	2.6	X-RAY DIFFRACTION	0.222	0.209	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7t25	H	L	0	E	protein	NA	outer surface protein a	IMMUNE SYSTEM	12/14/22	OspA-Fab 319-44 complex structure	Borreliella burgdorferi B31; Homo sapiens	homo sapiens	homo sapiens	borreliella burgdorferi b31	Rudolph, M.J.	2.25	X-RAY DIFFRACTION	0.233	0.191	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7t25	A	B	0	C	protein	NA	outer surface protein a	IMMUNE SYSTEM	12/14/22	OspA-Fab 319-44 complex structure	Borreliella burgdorferi B31; Homo sapiens	homo sapiens	homo sapiens	borreliella burgdorferi b31	Rudolph, M.J.	2.25	X-RAY DIFFRACTION	0.233	0.191	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7wtf	H	L	0	B	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv051	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wtf	G	J	0	C	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv051	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wtf	I	K	0	D	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv051	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wtg	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv051	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wth	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv264	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7wtj	H	L	0	E	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	12/14/22	SARS-CoV-2 Omicron variant spike RBD in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7wtk	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7wtk	G	J	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7wtk	I	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	SARS-CoV-2 Omicron variant spike in complex with Fab XGv286	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Fu, W.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8ddk	A	B	0	C	protein	NA	envelopment polyprotein	VIRAL PROTEIN	12/14/22	CCHFV GP38 Hoti/Kosovo bound with CC5_17	Crimean-Congo hemorrhagic fever orthonairovirus; Homo sapiens	homo sapiens	homo sapiens	crimean-congo hemorrhagic feverorthonairovirus 	Durie, I.A., Bergeron, E., Pegan, S.D., McGuire, J.	3.86	X-RAY DIFFRACTION	0.335	0.304	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
8diu	G	C	0	D	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8diu	E	F	0	B	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8diu	H	I	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7df1	H	L	0	D	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	E	I	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens		Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	F	J	0	C	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	G	K	0	D	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7x8w	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab354	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7x8y	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab159	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7x90	E	F	0	G	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab326	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7x91	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with an Fv-clasp form of a human neutralizing antibody Ab496	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7x92	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab445	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8dw2	D	C	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR22, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8dw2	H	L	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR22, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8dw3	D	C	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR16m, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8dw3	H	L	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of SARS-CoV-2 RBD in complex with anti-SARS-CoV-2 DARPin,SR16m, and two antibody Fabs, S309 and CR3022	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kwon, Y.D., Gorman, J., Kwong, P.D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
8dw9	C	D	0	B	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Crystal structure of neutralizing antibody D29 Fab in complex with SARS-CoV-2 spike receptor binding domain (RBD)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	4	X-RAY DIFFRACTION	0.381	0.300	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8dw9	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Crystal structure of neutralizing antibody D29 Fab in complex with SARS-CoV-2 spike receptor binding domain (RBD)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	4	X-RAY DIFFRACTION	0.381	0.300	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8dwa	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Crystal structure of neutralizing antibody P1D9 Fab in complex with SARS-CoV-2 spike receptor binding domain (RBD)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.2	X-RAY DIFFRACTION	0.297	0.235	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8dxs	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of RBD-directed neutralizing antibody P2B4 in complex with prefusion SARS-CoV-2 spike glycoprotein	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8dxs	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of RBD-directed neutralizing antibody P2B4 in complex with prefusion SARS-CoV-2 spike glycoprotein	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8dxs	NA	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of RBD-directed neutralizing antibody P2B4 in complex with prefusion SARS-CoV-2 spike glycoprotein	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	NA	IGKV1	Kappa	None	None	None	None	None
8dxs	G	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of RBD-directed neutralizing antibody P2B4 in complex with prefusion SARS-CoV-2 spike glycoprotein	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8dxs	NA	J	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/07/22	Cryo-EM structure of RBD-directed neutralizing antibody P2B4 in complex with prefusion SARS-CoV-2 spike glycoprotein	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		homo sapiens	severe acute respiratory syndrome coronavirus2 	Reddem, E.R., Shapiro, L.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	NA	IGKV1	Kappa	None	None	None	None	None
7wos	D	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 3 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wos	E	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 3 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wos	F	F	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 3 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wos	G	G	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 3 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7sx6	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM/VIRAL PROTEIN	11/30/22	Crystal structure of broadly neutralizing antibody N49P9.3 Fab in complex with HIV-1 Clade A/E strain 93TH057 gp120 core	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	3.4	X-RAY DIFFRACTION	0.287	0.234	False	True	unknown	unknown	unknown	None	None	None	None	None
7sx6	B	C	0	A	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM/VIRAL PROTEIN	11/30/22	Crystal structure of broadly neutralizing antibody N49P9.3 Fab in complex with HIV-1 Clade A/E strain 93TH057 gp120 core	Homo sapiens; Human immunodeficiency virus 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Tolbert, W.D., Pazgier, M.	3.4	X-RAY DIFFRACTION	0.287	0.234	False	True	unknown	unknown	unknown	None	None	None	None	None
7wop	B	B	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	11/30/22	The local refined map of Omicron spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wop	C	C	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	11/30/22	The local refined map of Omicron spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7woq	D	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 1 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wor	D	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 2 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wor	E	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 2 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wor	F	F	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 2 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wou	D	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 4 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wou	E	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 4 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7wou	F	F	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/30/22	The state 4 of Omicron Spike with bispecific antibody FD01	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhang, X., Zhan, W.Q., Chen, Z.G., Sun, L.	0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
